C,full,bubble,vertex,vertex_T
C1,0.014310922528865566,1.1102230246251565e-16,0.014310922528865455,-6.9407211670915e-06
C4,-0.18178927518544455,-0.42639298622226673,0.24460371103682219,0.24460371103564393
C5,0.5082776744120849,0.25,0.258277674412085,0.0
C6,0.1833297552643287,0.25,-0.06667024473567128,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,-0.055659727573641335,-1.973605409596022e-13,-0.05565972757344397,0.0
C8B,-0.055659727573641356,-1.973605409596022e-13,-0.05565972757344399,0.0
C9,-3.947210819192044e-13,-3.947210819192044e-13,0.0,0.0
C10,0.1918606085289152,0.0,0.1918606085289152,0.0
C11,0.3249479191477562,0.0,0.3249479191477562,0.0
C12,-0.3637683260448583,-0.3637683260449671,1.0878370967090397e-13,0.0
C13,0.5,0.5,0.0,0.0
Ct1,-0.006782024655211436,1.1102230246251565e-16,-0.006782024655211547,5.821513604174691e-06
Ct2,0.0008787142981807987,1.1102230246251565e-16,0.0008787142981806877,6.7195230938531185e-06
Ctt,-0.001955420409804372,1.1102230246251565e-16,-0.001955420409804483,-1.053573271549635e-05
Cμ1,-6.516670244736129,-3.366751322175787e-13,-6.516670244735792,-6.516670244735673
Cμ2,-7.36945621718534,-0.8527859724448701,-6.51667024474047,-6.516670244740837
Cμt1,-0.7275366520902696,-0.7275366520902213,-4.8295256942476284e-14,2.7413198904698183e-13
Cμt2,-1.4586891842533095e-13,-2.8727020762175925e-13,1.414012891964283e-13,2.7453046040449115e-13
