C,full,bubble,vertex,vertex_T
C1,0.6975063549654176,0.6867979332055442,0.010708421759873455,-6.9407211670915e-06
C4,0.10055593169073307,0.10055593169055782,1.7524689172187404e-13,3.574309604517293e-18
C5,0.25934965435589374,0.25,0.00934965435589373,0.0
C6,0.2318293773211823,0.25,-0.018170622678817708,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,-0.010996838895529819,-9.033781694329873e-14,-0.010996838895439481,0.0
C8B,-0.0110008365620268,-9.033781694329873e-14,-0.011000836561936463,0.0
C9,-1.8067563388659746e-13,-1.8067563388659746e-13,0.0,0.0
C10,-0.00881924117840896,0.0,-0.00881924117840896,0.0
C11,0.027520277034711424,0.0,0.027520277034711424,0.0
C12,0.11831754026088148,0.1183175402610141,-1.3262216993518473e-13,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.5746618419338249,0.5728429293564293,0.0018189125773955136,5.821513604174691e-06
Ct2,0.5766767133937808,0.5728429293564293,0.0038337840373514147,6.7195230938531185e-06
Ctt,0.47232823118287026,0.47331341880056327,-0.0009851876176929957,-1.053573271549635e-05
Cμ1,-0.44456360890099084,-0.42639298622223043,-0.01817062267876039,-0.018170622678818218
Cμ2,-0.4445636089010775,-0.42639298622223043,-0.018170622678847042,-0.01817062267883749
Cμt1,-0.363768326044931,-0.3637683260449244,-6.621382655907404e-15,-4.275151347133969e-14
Cμt2,-0.3637683260449443,-0.3637683260449244,-1.993249639795708e-14,-4.271521377063504e-14
