C,full,bubble,vertex,vertex_T
C1,0.6966491744729436,0.6858096839731953,0.010839490499748316,-1.4254776336593402e-05
C4,0.10119418198999673,0.10119418198999745,-7.209112835203014e-16,-2.2523324095862753e-18
C5,0.25884168873560537,0.25,0.008841688735605355,0.0
C6,0.23253174546398364,0.25,-0.01746825453601635,0.0
C7,0.18431998649626025,0.25,-0.06568001350373975,0.0
C8A,-0.009608022998639614,-3.966278051767724e-15,-0.009608022998635649,0.0
C8B,-0.009611306112854505,-3.966278051767724e-15,-0.00961130611285054,0.0
C9,-7.932556103535449e-15,-7.932556103535449e-15,0.0,0.0
C10,-0.008625927028994208,0.0,-0.008625927028994208,0.0
C11,0.026309943271621714,0.0,0.026309943271621714,0.0
C12,0.11837179138776269,0.11837179138776346,-7.729324115139628e-16,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.5744113749809127,0.5723758839032747,0.0020354910776380413,7.34956595833456e-06
Ct2,0.5766010024753764,0.5723758839032747,0.004225118572101744,7.2625734467054405e-06
Ctt,0.4722519394998061,0.4733625138369883,-0.00111057433718222,-9.150200330671321e-06
Cμ1,-0.44372250197752056,-0.42625424744150314,-0.017468254536017438,-0.017468254536017302
Cμ2,-0.443722501977519,-0.42625424744150314,-0.017468254536015856,-0.01746825453601586
Cμt1,-0.3638028442104237,-0.3638028442104238,8.51827311952239e-17,-1.8663554587107838e-15
Cμt2,-0.36380284421042375,-0.3638028442104238,7.046011029853962e-17,-1.87757455600122e-15
