C,full,bubble,vertex,vertex_T
C1,0.03727027262470012,0.0,0.03727027262470012,-3.594394928521473e-05
C4,-0.17741186364937442,-0.4247641157076889,0.2473522520583145,0.24735225205831443
C5,0.5041623004567081,0.25,0.25416230045670807,0.0
C6,0.18692775925667865,0.25,-0.06307224074332136,0.0
C7,0.18692775925667865,0.25,-0.06307224074332136,0.0
C8A,-0.050505190082371205,6.01385766160794e-17,-0.05050519008237127,0.0
C8B,-0.050505190082371226,6.01385766160794e-17,-0.05050519008237129,0.0
C9,1.202771532321588e-16,1.202771532321588e-16,0.0,0.0
C10,0.19121407577157673,0.0,0.19121407577157673,0.0
C11,0.3172345412000295,0.0,0.3172345412000295,0.0
C12,-0.36369804062416894,-0.36369804062416883,-1.2811753283131305e-16,0.0
C13,0.5,0.5,0.0,0.0
Ct1,-0.006521056502045895,1.1102230246251565e-16,-0.006521056502046006,8.427038084569463e-06
Ct2,0.004567101396289101,1.1102230246251565e-16,0.00456710139628899,6.758057663596853e-06
Ctt,-0.002879574256555743,1.1102230246251565e-16,-0.002879574256555854,-6.070870891567352e-06
Cμ1,-12.963072240743319,5.551115123125783e-17,-12.963072240743319,-12.963072240743319
Cμ2,-13.812600472158696,-0.8495282314153778,-12.963072240743319,-12.963072240743319
Cμt1,-0.7273960812483374,-0.7273960812483375,7.64146368874514e-17,-1.2899541689266573e-17
Cμt2,3.1637895220115037e-17,0.0,3.1637895220115037e-17,-4.836609479482525e-17
